fpr,tpr
0.0,0.0
0.0,8.109642364771714e-05
0.0,0.003487146216851837
8.188666885031116e-05,0.003487146216851837
8.188666885031116e-05,0.0044603033006244425
0.00016377333770062233,0.0044603033006244425
0.00016377333770062233,0.0061633281972265025
0.0002456600065509335,0.0061633281972265025
0.0002456600065509335,0.006487713891817371
0.00040943334425155587,0.006487713891817371
0.00040943334425155587,0.0070553888573513905
0.000491320013101867,0.0070553888573513905
0.000491320013101867,0.007136485280999108
0.0005732066819521781,0.007136485280999108
0.0005732066819521781,0.009326088719487471
0.0006550933508024893,0.009326088719487471
0.0006550933508024893,0.01102911361608953
0.0007369800196528005,0.01102911361608953
0.0007369800196528005,0.012002270699862136
0.0008188666885031117,0.012002270699862136
0.0008188666885031117,0.013462006325521044
0.0009007533573534229,0.013462006325521044
0.0009007533573534229,0.013786392020111914
0.000982640026203734,0.013786392020111914
0.000982640026203734,0.014191874138350498
0.0011464133639043563,0.014191874138350498
0.0011464133639043563,0.014272970561998216
0.0012283000327546676,0.014272970561998216
0.0012283000327546676,0.01443516340929365
0.0013101867016049786,0.01443516340929365
0.0013101867016049786,0.015246127645770822
0.0013920733704552899,0.015246127645770822
0.0013920733704552899,0.015408320493066256
0.0015558467081559122,0.015408320493066256
0.0015558467081559122,0.015813802611304842
0.0016377333770062235,0.015813802611304842
0.0016377333770062235,0.016219284729543426
0.0017196200458565345,0.016219284729543426
0.0017196200458565345,0.016624766847782014
0.0018015067147068458,0.016624766847782014
0.0018015067147068458,0.016786959695077448
0.0018833933835571569,0.016786959695077448
0.0018833933835571569,0.01694915254237288
0.001965280052407468,0.01694915254237288
0.001965280052407468,0.017030248966020598
0.002047166721257779,0.017030248966020598
0.002047166721257779,0.01897656313356581
0.0021290533901080905,0.01897656313356581
0.0021290533901080905,0.019138755980861243
0.0022109400589584017,0.019138755980861243
0.0022109400589584017,0.019949720217338415
0.0022928267278087126,0.019949720217338415
0.0022928267278087126,0.020030816640986132
0.002374713396659024,0.020030816640986132
0.002374713396659024,0.020274105911929283
0.002456600065509335,0.020274105911929283
0.002456600065509335,0.02092287730111102
0.0025384867343596464,0.02092287730111102
0.0025384867343596464,0.02116616657205417
0.0026203734032099572,0.02116616657205417
0.0026203734032099572,0.02124726299570189
0.0027022600720602685,0.02124726299570189
0.0027022600720602685,0.021490552266645042
0.0027841467409105798,0.021490552266645042
0.0027841467409105798,0.0227069986213608
0.002866033409760891,0.0227069986213608
0.002866033409760891,0.02441002351796286
0.002947920078611202,0.02441002351796286
0.002947920078611202,0.024491119941610576
0.003029806747461513,0.024491119941610576
0.003029806747461513,0.0260319519909172
0.0031935800851621357,0.0260319519909172
0.0031935800851621357,0.026437434109155788
0.003275466754012447,0.026437434109155788
0.003275466754012447,0.02668072338009894
0.003357353422862758,0.02668072338009894
0.003357353422862758,0.027005109074689806
0.0035211267605633804,0.027005109074689806
0.0035211267605633804,0.02716730192198524
0.0036849000982640025,0.02716730192198524
0.0036849000982640025,0.027816073311166978
0.0037667867671143137,0.027816073311166978
0.0037667867671143137,0.028383748276700996
0.003848673435964625,0.028383748276700996
0.003848673435964625,0.0288703268185873
0.003930560104814936,0.0288703268185873
